Height,Width,area,perimeter,circularity,aspect_ratio,solidity
180.0,188.0,33473.0,732.0,0.785022924643996,1.0444444444444445,1.0
181.0,175.0,31320.0,708.0,0.7851725391046022,0.9668508287292817,1.0
182.0,201.0,36200.0,762.0,0.7834449615251377,1.1043956043956045,1.0
196.0,185.0,35867.0,761.3137083053589,0.7776382552040206,0.9438775510204082,0.9997491359125878
154.0,206.0,31365.0,716.0,0.7688278578995963,1.3376623376623376,1.0
203.0,176.0,35350.0,754.0,0.7813697437145072,0.8669950738916257,1.0
