MeanB,MeanG,MeanR,std_Blue,std_Green,std_Red,skew_Blue,skew_Green,skew_Red,kurtosis_Blue,kurtosis_Green,kurtosis_Red,entropy_Blue,entropy_Green,entropy_Red,Wavelet_Blue,Wavelet_Green,Wavelet_Red,MeanHue,MeanSaturation,MeanValue,std_Hue,std_Saturation,std_Value,skew_Hue,skew_Saturation,skew_Value,kurtosis_Hue,kurtosis_Saturation,kurtosis_Value,entropy_Hue,entropy_Saturation,entropy_Value,Wavelet_Hue,Wavelet_Saturation,Wavelet_Value,MeanL,MeanA,MeanB,std_L,std_A,std_B,skew_L,skew_A,skew_B,kurtosis_L,kurtosis_A,kurtosis_B,entropy_L,entropy_A,entropy_B,Wavelet_L,Wavelet_A,Wavelet_B,MeanYB,MeanCB,MeanCR,std_YB,std_CB,std_CR,skew_YB,skew_CB,skew_CR,kurtosis_YB,kurtosis_CB,kurtosis_CR,entropy_YB,entropy_CB,entropy_CR,Wavelet_YB,Wavelet_CB,Wavelet_CR,MeanX,MeanY,MeanZ,std_X,std_Y,std_Z,skew_X,skew_Y,skew_Z,kurtosis_X,kurtosis_Y,kurtosis_Z,entropy_X,entropy_Y,entropy_Z,Wavelet_X,Wavelet_Y,Wavelet_Z
110.96100628930817,92.90844091360476,61.23753723932473,84.31410355984144,73.53135298958189,51.9230299623959,-0.26311446663880167,-0.09608790447242255,0.1820676160554211,-1.5290248449988788,-1.4881363625228607,-1.3794876071369155,6.479535102844238,6.362955570220947,6.221568584442139,113.59772701764291,172.11665181120136,205.60740148894715,21.654551473022178,106.94895729890764,111.10268123138034,28.558388593528377,71.2215158002263,84.13115174871629,3.23034352904689,0.16724714293520584,-0.2614524479287314,10.590914389668042,-0.25228837737607934,-1.5289799061537712,3.6586155891418457,5.988155841827393,6.621585369110107,43.358946851527406,210.18176267144062,205.91624073550415,100.34975173783515,130.64965243296922,147.47183051969546,77.84524291519763,3.8332329679756536,14.540651194688541,-0.19555906722222918,1.5599039559372487,-0.42237547927071856,-1.5200861075931682,2.299196475300165,-1.5738633512643483,6.276743412017822,3.3538246154785156,4.386623382568359,43.358946851527406,260.9424022309417,292.07382814097434,94.68963919232043,139.62164846077457,109.0950016550811,74.06571199984747,8.897945494628196,14.224033055377406,-0.13774326616160468,-0.1568899073182878,0.3924239392529712,-1.495837246369574,-1.3596803005521292,-1.5982896511235474,6.404565334320068,4.189097881317139,4.380556106567383,175.4473555832164,277.5424088801132,221.04244538845902,90.02370076133731,94.4372724263489,71.39159218801721,70.13140714259659,74.0828708414452,59.56777381887248,-0.15158217740853636,-0.12745997288247765,0.12596246380938086,-1.497404940917452,-1.4942969240675794,-1.4033107249768246,6.3480424880981445,6.398300647735596,6.35261344909668,175.4473555832164,277.5424088801132,221.04244538845902
109.25064742878283,97.85047478110741,66.30873103958565,82.12475287655498,75.17087387269737,53.55584892871601,-0.3040851594815938,-0.2245136633262055,0.037779755235750515,-1.557781145303398,-1.5458665544782255,-1.3652274281213552,6.41642427444458,6.341924667358398,6.227531433105469,124.74615557127079,183.5363866919739,205.21523672537583,21.294117647058822,89.65858922185227,109.34387717351092,24.40889683279215,67.0793068527903,82.01209166335671,3.4834879345024845,0.5033535647214966,-0.30336010141715547,14.416849279648314,0.18440601491859399,-1.5577445126859462,3.6872785091400146,6.115657806396484,6.5226664543151855,41.97752726043595,176.8099518056102,205.41455380704843,103.59100998890122,127.7780244173141,146.21685781230732,78.6957713460564,2.385223036153021,14.663619043741361,-0.28694996143457835,1.1613119053199332,-0.0746633467941865,-1.5630188604604796,3.8858796675077816,-1.5277012765527693,6.264591693878174,2.947718620300293,4.781652450561523,41.97752726043595,255.75228659864146,290.10670297568663,97.65636946602541,136.28517696386731,110.3007769145394,74.55224089660365,6.807674757128499,14.432147856027465,-0.2435718477183929,0.03486979657111109,0.0221739392390601,-1.5473935267024843,-1.4672597648460108,-1.5010084139080186,6.358840465545654,3.9804506301879883,4.802830696105957,183.30169138973974,271.66064913412015,222.9351144853289,92.0006165988408,97.99068935750401,76.76396596374398,70.07302006614758,74.93666647819632,61.17948484779516,-0.24978302706179703,-0.23852158743952281,-0.026346855227431167,-1.5468502537449174,-1.5472751053244753,-1.4173724904660518,6.28612756729126,6.355892658233643,6.346536636352539,183.30169138973974,271.66064913412015,222.9351144853289
119.37734375,108.65885416666667,79.33020833333333,54.19345386257958,52.07895422996628,43.6413988275274,-1.030871662966162,-0.7862501224463504,-0.20673869341129011,0.14771903527237296,-0.25900308128836347,-0.786384320355296,7.009158611297607,7.047476291656494,7.012597560882568,149.64892128189342,205.16009687135156,226.06419075911106,24.397569444444443,91.42048611111112,119.48211805555556,19.133347696950494,52.8083579615673,54.009308544015845,4.311003283864498,0.9117550872772602,-1.0265392959262858,21.491240415417234,1.6801710729492942,0.14115670465803642,3.8228654861450195,6.967099189758301,7.06781530380249,49.175399781213436,184.5678879157374,226.31372481342564,116.1829861111111,127.63420138888888,145.59826388888888,54.387048685273186,2.465218547557439,9.034524662360708,-0.9158183868281407,1.4894563697337981,-0.6523454215405504,-0.073657297402141,2.492073832115282,-0.4656716386940385,7.001979351043701,3.0118138790130615,4.801759719848633,49.175399781213436,255.6046368293968,289.5310738740507,108.52873263888888,135.7671875,111.53003472222223,51.476724521778934,4.454550545460871,8.453188131239578,-0.8162397250086387,-0.39151755686434403,0.6892418708811059,-0.18406114627027748,-0.8055913745358776,-0.4515231710556886,7.026414394378662,3.9092862606048584,4.6964545249938965,205.09349037161522,271.0103730439934,224.71908258787911,102.39305555555555,108.82135416666667,90.62413194444444,48.45185741018477,51.73897019708771,48.475361091249155,-0.8176569875443114,-0.8106263819929307,-0.2989554789985429,-0.16188982545443453,-0.20280870392850137,-0.712851398420427,6.94734525680542,7.037053108215332,7.133185386657715,205.09349037161522,271.0103730439934,224.71908258787911
109.03076161127008,97.22116442879155,69.0,82.44677636838294,74.98277450590618,56.323819661286,-0.3289809347000765,-0.25198114796706234,-0.0035090192778283237,-1.6014288088884845,-1.5962256057723327,-1.5169733303121493,6.23537015914917,6.201727867126465,6.170940399169922,129.65491680402897,182.35627262703977,204.5459550820397,20.842670041822583,84.5040171692714,109.13190622936385,24.536165109606838,65.99787994895455,82.31728104056356,3.3920634073786213,0.67991246492678,-0.3281094882171603,13.291359812078262,0.4626926354180383,-1.6015866937686873,3.5699005126953125,6.032294750213623,6.369101047515869,41.71915683721873,165.75761629783213,204.77879852487717,103.21472595201409,128.3165309267004,144.59701738939026,78.8638869477197,1.974458776287081,13.140522870613964,-0.30458649581111485,0.802928528547395,-0.13103112127322636,-1.604488946599916,1.361699637470653,-1.4691976648936493,6.118651390075684,2.8158740997314453,4.614467620849609,41.71915683721873,256.64152013606207,287.0750667517532,97.5312568787145,136.21599163548316,111.89428791547435,74.90189020872282,6.619901228532058,12.821266467145817,-0.26494997780603924,-0.055978253355002665,0.12016634765585724,-1.5955648159557214,-1.4852661444687685,-1.4829940967828392,6.21779727935791,3.881045341491699,4.598705291748047,182.97519277192478,271.41048934091475,225.89833302599052,92.16833590138675,97.68308386528726,79.2426810477658,70.70357947974145,75.09842462411903,63.85482851624515,-0.2674914633549432,-0.2620320559435128,-0.05385837699157547,-1.594322802594619,-1.5958932299213093,-1.535373349348804,6.150369167327881,6.214674949645996,6.278732776641846,182.97519277192478,271.41048934091475,225.89833302599052
132.77393790849672,115.67410130718955,80.77745098039216,60.605161322591364,55.218887811036495,45.247046789549195,-1.1538775816772804,-0.912769848593039,-0.23407194535237622,0.34390157669990185,-0.005653060172394309,-0.7388172538928024,7.006789684295654,7.017511367797852,7.030101299285889,152.60359438946028,219.44518595280732,252.27869677462564,24.386601307189544,108.89869281045752,132.89354575163398,22.697485901012886,55.550218976676305,60.35164810451292,3.9932991663179878,0.7868739634199857,-1.1470323860792517,16.61725629654297,1.0038826750470724,0.3304979110688775,3.6194353103637695,6.917276382446289,7.080462455749512,50.463823804701114,222.5709228441272,252.56910172772345,124.47998366013071,129.5406045751634,149.2234477124183,58.062620505792744,2.86618525834308,10.7761836106906,-1.064231517083794,1.2254846072477874,-0.727518339407352,0.19726122838793403,1.9133348873080127,-0.31613915581631336,6.928128242492676,3.346062183380127,5.026527404785156,50.463823804701114,259.0209411378875,296.7840216477121,116.80433006535948,139.40890522875816,107.6593954248366,55.323200975882145,6.306978377357582,10.250023989794038,-0.9424649331791736,-0.3637305666237296,0.7993007065789605,0.051391269736880574,-0.631827798608239,-0.2944465164734136,7.007174491882324,4.453131198883057,4.938568592071533,221.63093718219915,277.8923828449012,217.02155925459556,110.68856209150327,116.7687091503268,93.08831699346405,52.36252214497841,55.379237850794816,50.43007480865645,-0.943151282146409,-0.9381703480645261,-0.3408717032289956,0.06185746375872547,0.039809097008840055,-0.6376391241373356,6.9348530769348145,7.013946533203125,7.144905090332031,221.63093718219915,277.8923828449012,217.02155925459556
104.86571027936576,89.99147880487541,59.88377737029447,92.67620200230026,81.58691760471685,57.276215909122946,-0.016755698739598063,0.0864738191465483,0.3001940102248302,-1.7151986279859115,-1.6478388240498272,-1.4691989457866237,6.005727767944336,5.950008869171143,5.841168403625488,112.71032411905196,168.77099211022482,196.55792605942244,20.25137525617517,92.44531334268147,104.99061589904002,27.65887646498146,74.07031093143009,92.53943364054425,3.2878130686034766,0.41940245674159154,-0.01599130999912532,11.856745366976977,-0.313428912276851,-1.714716485759705,3.42372989654541,5.582345485687256,6.155604362487793,40.1056063293678,181.30769573952057,196.82378730396118,95.88668967748895,129.48371265235681,145.88005608887931,85.75419431791414,3.3659722575416198,15.648418586127237,0.018887929424825565,2.5721137446180524,-0.10135472677695488,-1.6940763677986272,7.494312865388425,-1.7555467805950657,5.850234031677246,2.860351085662842,4.26828145980835,40.1056063293678,258.78030435782284,289.346161085512,91.00107863229425,137.90869377629167,110.42223061158451,81.9357475283487,8.968546105785396,15.511776724731403,0.06340072498718011,0.14805186451321425,0.07630185962103082,-1.6596817185367518,-1.3599827482782605,-1.7667810186514028,5.982141971588135,3.9248173236846924,4.256139755249023,170.67779985386017,274.49463291769604,223.25172919417227,86.22683637148096,90.95885017797433,69.63865818142595,77.46921334712626,82.03892991178714,65.78636738438176,0.05634906478725401,0.06899883518279358,0.2565002580551447,-1.6624959296626671,-1.656995532966103,-1.5076084350251626,5.916161060333252,5.972561359405518,5.95304536819458,170.67779985386017,274.49463291769604,223.25172919417227
105.15833874107722,94.78369024443002,69.80824140168721,71.02412220283713,66.03504547804765,53.60978838582472,-0.3694142332408371,-0.22590623054851644,0.25663082343922367,-1.1907296900955513,-1.1504290079404556,-0.7971817515075794,6.743029594421387,6.6603474617004395,6.65865421295166,130.09445044059095,177.23342004767645,196.91320111246586,26.005083279255896,95.0453168937919,105.34825870646766,29.043272110543104,68.87659623245159,70.80150862758342,2.9158209961332124,0.7841027124881321,-0.3655288015353451,8.474524889871441,0.329744094391474,-1.191054472693906,4.002284049987793,6.545314311981201,6.8821539878845215,51.94742231805326,189.08546463209197,197.3355633595362,101.23350638113779,128.19435431537963,143.04780445598095,69.35751852010918,2.187702471585483,11.173744711957612,-0.3293577277688602,0.6852164645465914,-0.11665199068029815,-1.1818364013540723,1.1570287947046367,-1.3062435172877898,6.581814765930176,2.9979588985443115,4.8339056968688965,51.94742231805326,256.43394519284976,284.49115458552296,95.02325329872377,135.2429158555051,113.75167640060566,65.84191931284701,5.8791125166293385,10.607615495058166,-0.24324367044245998,0.17704218154847517,0.09117616296530945,-1.150853094320807,-1.3202043044912721,-1.2819256625364333,6.686826705932617,4.079765319824219,4.8029069900512695,177.71187018009778,269.7254645314948,229.0882960146625,89.84090417477829,95.17585983127839,79.6433052130651,62.19677642296832,66.02097220191501,59.94319686665075,-0.24284402081829393,-0.24055797793637612,0.17031185124934817,-1.146817860363706,-1.1519398862349675,-0.8752256915103303,6.622376441955566,6.681358814239502,6.7646636962890625,177.71187018009778,269.7254645314948,229.0882960146625
121.81022448594605,109.31101050116331,77.28208514116834,85.57044115678873,77.95491957785453,57.37986258434985,-0.4680945641289514,-0.41107559851293557,-0.23498191113867664,-1.4596072931182984,-1.4736246335024858,-1.5066434948782017,6.502420425415039,6.427887439727783,6.288358688354492,142.94702516353323,202.44464244527774,225.98299112828167,22.286423945167577,90.37741306671697,121.92756083757781,24.815785285358437,63.77293929542811,85.40618962531478,3.399530875243709,0.767593157706703,-0.4668316695739211,13.102105221925154,1.0378643476047547,-1.4602925530164046,3.5114853382110596,5.938839435577393,6.633072376251221,44.40050089688564,180.52197120859475,226.24713771035263,115.27850091177766,127.92227881531787,146.447840030183,81.45532502815242,1.85176525523807,13.046192422424173,-0.4641053682806849,0.8128544805719052,-0.4672094350500297,-1.4653559118755461,1.7792934171652668,-1.4339177394007039,6.325197219848633,2.7444214820861816,4.520541667938232,44.40050089688564,256.00086215362444,290.42742917829133,109.39520845123562,136.86184996541533,109.8603408161982,77.77391066795455,6.3332960233514015,12.935910729034216,-0.42022592729261476,-0.3366436589423971,0.4419582057286179,-1.4713544711660216,-1.3696298800003193,-1.468451821576817,6.442988872528076,3.854222297668457,4.52933931350708,202.6949477229436,272.6255057493836,222.24633116622724,103.26196315160662,109.66842734075331,88.80450229516444,73.35617223433711,78.02361985608219,65.34843520605017,-0.42156077384714447,-0.4182120543845426,-0.2706811058511276,-1.4707278905014831,-1.472041516401737,-1.5009695865101154,6.3779120445251465,6.444597244262695,6.4099016189575195,202.6949477229436,272.6255057493836,222.24633116622724
119.18819875776397,108.425983436853,75.14420289855073,87.86894406279083,80.7857850879264,58.18909359486165,-0.37482616354055287,-0.34568997007734104,-0.1526012910709491,-1.5549669138248943,-1.5734674315161041,-1.5081051404180992,6.4043049812316895,6.261898040771484,6.283269882202148,138.73855807919014,200.54406539102925,220.90677811820115,25.012525879917185,93.63944099378882,119.34741200828158,27.917720509823535,68.99892366684152,87.660931618514,2.8805304147378092,0.6884078036912834,-0.37338272386765164,8.885864908419274,0.38277464223290325,-1.5554722582746585,3.512202739715576,6.067973613739014,6.565380096435547,48.58599548049565,184.2119383858189,221.22860879759534,113.6947204968944,127.10393374741201,146.73333333333332,84.02600574145866,1.7671270890402122,14.781392066201073,-0.3898628836168435,0.19989043793080444,-0.14894353076958863,-1.5663702639747359,0.32082575606527497,-1.5800869509371742,6.14816427230835,2.6974360942840576,4.77484130859375,48.58599548049565,254.51700526870053,291.0190629194285,107.8416149068323,136.09668737060042,109.52908902691512,80.13769831084488,6.656957427698239,14.769151254447772,-0.35092636552948536,-0.011723052361279074,0.09781385429197965,-1.5691143737926376,-1.5933129928838023,-1.5795240900785434,6.291995048522949,3.9564337730407715,4.804605484008789,199.56982027145438,271.22404953210776,221.63107726357975,101.47111801242237,108.31604554865424,86.60662525879917,75.34664057923061,80.53731058822603,66.40146202459914,-0.3517712856157068,-0.349987708279488,-0.20143230234301482,-1.566970334482876,-1.5703178616194695,-1.5346008634226433,6.232268810272217,6.2908806800842285,6.375522613525391,199.56982027145438,271.22404953210776,221.63107726357975
106.92786024066947,91.63557510231507,62.72878871174638,87.11033370269115,75.92379688411803,54.23196108112697,-0.18092058303047542,-0.10238260078485412,0.14251547375859572,-1.655818026849891,-1.5963501641427278,-1.3175450801299637,6.203165054321289,6.111751556396484,6.02215051651001,117.07382370237902,170.4520500693058,198.65014942914542,20.735752244823164,93.0483782297966,107.06639789872335,27.405796650973674,69.96698859660358,86.94374128436864,3.2016797142803437,0.4600138028503195,-0.17981739147820588,10.76280148257468,0.11960524903531322,-1.6554817759433025,3.5704410076141357,5.640177249908447,6.362257480621338,41.57813706217064,182.4813156327057,198.96218311537547,98.21250992608881,129.70563801844725,145.43992425630688,80.55921678690757,3.0140921802929004,14.196220970676835,-0.1642285200605051,1.737795580852541,-0.23225751314351625,-1.639328520802497,3.446687359131375,-1.680502688926608,6.025114059448242,2.9960367679595947,4.352476596832275,41.57813706217064,259.1106141450804,288.2498890003887,92.902632704172,138.01557632398755,110.95119418483904,76.6431610581251,8.445808770515882,13.989367421015096,-0.11783390101291108,-0.01413941421310284,0.20324734895357804,-1.604266839400013,-1.5147052089428823,-1.6933016993565715,6.1493048667907715,4.020162582397461,4.3726935386657715,172.77761507243324,274.47436268406597,224.5214285664077,88.17482133040131,92.78248121678578,72.57974467045385,72.6579876482998,76.62068735239123,62.135580870181386,-0.12097605774278525,-0.11444553875175438,0.08989424464520589,-1.6044901535957552,-1.6028946153423917,-1.382269025164823,6.095586776733398,6.142603874206543,6.142844200134277,172.77761507243324,274.47436268406597,224.5214285664077
